feature,importance
oil volume_lag1,0.005816001804344373
nasdaq close_roll_mean7,0.005752316055544988
oil high_roll_mean7,0.005711730214177586
sp500 close,0.0057092732504942685
nasdaq volume_roll_mean3,0.005600051449883271
nasdaq high-low_roll_mean3,0.005447988435806278
oil high_lag2,0.005426849751410027
palladium volume_lag1,0.005401647926829783
platinum open_lag1,0.005393804683100388
palladium high-low_lag1,0.005352165985905105
oil low_lag1,0.005332364473271154
platinum open_roll_mean7,0.0053166957390983205
sp500 high-low_lag1,0.0053118418426167015
oil volume,0.005150834793011943
nasdaq close_lag5,0.00507929343218733
sp500 low_lag5,0.004966451462075106
oil open_roll_mean3,0.004874383950734091
oil open_roll_mean14,0.00484146215476486
sp500 volume_lag2,0.004786081384960183
palladium open_roll_mean7,0.004768719151557066
palladium high-low_roll_mean7,0.004735424176449213
palladium high-low_lag2,0.004649839573927278
sp500 low_roll_mean14,0.004627643066009557
sp500 high,0.0045375617482488785
usd_chf_roll_mean3,0.004441391270476255
oil high-low_lag1,0.004429949226712339
sp500 high_roll_mean3,0.0043279384079737354
GDP_lag2,0.004259866459680753
silver high-low_lag5,0.003959885898570518
nasdaq open_lag1,0.003924971288123834
platinum low_lag2,0.003699652079686425
nasdaq open_roll_mean7,0.003526243851050557
platinum open_lag2,0.003482547374039563
nasdaq high_lag1,0.003474797076245418
nasdaq close_roll_mean14,0.003467053828691005
oil low,0.0033395697076037795
silver open_lag1,0.003122546517098442
nasdaq low_lag1,0.0030172497023466197
nasdaq high_roll_mean3,0.0028534475914616915
sp500 high-low_lag5,0.0027877595246673078
oil close_lag1,0.0026420474090504947
platinum low_roll_mean7,0.0026293685427269246
oil high,0.0026124492387243257
CPI,0.0025437403894312317
platinum open_roll_mean3,0.0023003372086590405
palladium open_roll_mean3,0.0022466158072305827
platinum high_roll_mean14,0.0019433650746682092
oil low_lag5,0.0013889454252765019
us_rates_%_lag1,0.0011061018970836174
platinum close_roll_mean14,0.0008171263106307545
sp500 low_roll_mean3,0.000546158134286252
GDP_lag1,6.403681516293251e-05
CPI_roll_mean3,1.0316135824125393e-06
